Date,Close,Return
2014/03/27,513.58,-8.553826431
2014/03/28,504,-1.865337435
2014/03/31,465.75,-7.589285714
2014/04/01,482.23,3.538378959
2014/04/02,429.86,-10.85996309
2014/04/03,436.23,1.481877821
2014/04/04,455.27,4.364670014
2014/04/07,454.2,-0.23502537
2014/04/08,452.62,-0.347864377
2014/04/09,428.9,-5.240599178
2014/04/10,376.9,-12.12403824
2014/04/11,426.53,13.16794906
2014/04/15,517.6,21.35137036
2014/04/16,527.14,1.843122102
2014/04/17,496.81,-5.753689722
2014/04/18,476.17,-4.154505747
2014/04/21,503.18,5.672343911
2014/04/22,496.18,-1.391152272
2014/04/23,492.02,-0.838405417
2014/04/24,476.52,-3.150278444
2014/04/25,462.59,-2.923277092
2014/04/28,439.17,-5.062798591
2014/04/29,447.81,1.967347496
2014/04/30,448.23,0.093789777
2014/05/01,460.93,2.833366798
2014/05/02,451.51,-2.04369427
2014/05/05,430.33,-4.690926004
2014/05/06,427.66,-0.62045407
2014/05/07,447.46,4.629846139
2014/05/08,441.8,-1.264917535
2014/05/09,452.29,2.374377546
2014/05/12,441.44,-2.398903358
2014/05/13,437.55,-0.881206959
2014/05/14,448.31,2.459147526
2014/05/15,447.38,-0.207445741
2014/05/16,449.68,0.514104341
2014/05/19,449.06,-0.137875823
2014/05/20,489.43,8.989889992
2014/05/21,494.18,0.970516724
2014/05/22,522.31,5.692257882
2014/05/23,532.48,1.947119527
2014/05/26,581.81,9.264197716
2014/05/27,577.54,-0.733916571
2014/05/28,570.67,-1.189527998
2014/05/29,568.62,-0.359226874
2014/05/30,613.92,7.966656115
2014/06/02,655.27,6.735405265
2014/06/03,671.83,2.527202527
2014/06/04,648.99,-3.399669559
2014/06/05,659.99,1.69494137
2014/06/06,652.65,-1.112138063
2014/06/09,646.2,-0.988278557
2014/06/10,645.34,-0.133085732
2014/06/11,634.44,-1.689032138
2014/06/12,591.01,-6.845406973
2014/06/13,582.37,-1.461904198
2014/06/16,592.81,1.79267476
2014/06/17,606.39,2.290784568
2014/06/18,605.32,-0.176454097
2014/06/19,604.87,-0.074340845
2014/06/20,594.47,-1.719377718
2014/06/23,586.97,-1.261628005
2014/06/24,585.23,-0.296437637
2014/06/25,570.43,-2.528920254
2014/06/26,571.59,0.203355363
2014/06/27,576.53,0.864255848
2014/06/30,646.97,12.21792448
2014/07/01,643.33,-0.562622687
2014/07/02,648.22,0.760107565
2014/07/03,642.87,-0.825337077
2014/07/04,634.88,-1.242864032
2014/07/07,623.92,-1.726310484
2014/07/08,624.81,0.142646493
2014/07/09,624.14,-0.107232599
2014/07/10,618.05,-0.975742622
2014/07/11,633.68,2.528921608
2014/07/14,622.08,-1.830576947
2014/07/15,621.74,-0.05465535
2014/07/16,619.47,-0.365104384
2014/07/17,623.03,0.574684811
2014/07/18,628.86,0.935749482
2014/07/21,620.78,-1.284864676
2014/07/22,621.84,0.170752924
2014/07/23,619.99,-0.297504181
2014/07/24,603.65,-2.635526379
2014/07/25,599.5,-0.687484469
2014/07/28,592.19,-1.219349458
2014/07/29,582.28,-1.6734494
2014/07/30,564.63,-3.031187745
2014/07/31,586.36,3.848537981
2014/08/01,600.03,2.331332287
2014/08/04,586.86,-2.194890255
2014/08/05,579.65,-1.228572402
2014/08/06,580.67,0.175968257
2014/08/07,591.68,1.896085556
2014/08/08,591.32,-0.060843699
2014/08/11,575.31,-2.70750186
2014/08/12,570.17,-0.893431367
2014/08/13,542.95,-4.774014768
2014/08/14,513.7,-5.387236394
2014/08/15,496.75,-3.299591201
2014/08/18,457.43,-7.915450428
2014/08/19,483.36,5.668626894
2014/08/20,514.21,6.382406488
2014/08/21,522.72,1.65496587
2014/08/22,516.92,-1.109580655
