Date,Close,Return
2010/07/01,21.96,-7.847251364
2010/07/02,19.2,-12.56830601
2010/07/06,16.11,-16.09375
2010/07/07,15.8,-1.924270639
2010/07/08,17.46,10.50632911
2010/07/09,17.4,-0.343642612
2010/07/12,17.05,-2.011494253
2010/07/13,18.14,6.392961877
2010/07/14,19.84,9.371554576
2010/07/15,19.89,0.252016129
2010/07/16,20.64,3.770739065
2010/07/19,21.91,6.153100775
2010/07/20,20.3,-7.348242812
2010/07/21,20.22,-0.39408867
2010/07/22,21,3.857566766
2010/07/23,21.29,1.380952381
2010/07/26,20.95,-1.596993894
2010/07/27,20.55,-1.909307876
2010/07/28,20.72,0.827250608
2010/07/29,20.35,-1.785714286
2010/07/30,19.94,-2.014742015
2010/08/02,20.92,4.914744233
2010/08/03,21.95,4.923518164
2010/08/04,21.26,-3.143507973
2010/08/05,20.45,-3.809971778
2010/08/06,19.59,-4.205378973
2010/08/09,19.6,0.051046452
2010/08/10,19.03,-2.908163265
2010/08/11,17.9,-5.937992643
2010/08/12,17.6,-1.675977654
2010/08/13,18.32,4.090909091
2010/08/16,18.78,2.510917031
2010/08/17,19.15,1.970181044
2010/08/18,18.77,-1.984334204
2010/08/19,18.79,0.10655301
2010/08/20,19.1,1.649813731
2010/08/23,20.13,5.392670157
2010/08/24,19.2,-4.619970194
2010/08/25,19.9,3.645833333
2010/08/26,19.75,-0.753768844
2010/08/27,19.7,-0.253164557
2010/08/30,19.87,0.862944162
2010/08/31,19.48,-1.962757927
2010/09/01,20.45,4.979466119
2010/09/02,21.06,2.982885086
2010/09/03,21.05,-0.047483381
2010/09/07,20.54,-2.42280285
2010/09/08,20.9,1.752677702
2010/09/09,20.71,-0.909090909
2010/09/10,20.17,-2.607436021
2010/09/13,20.72,2.726822013
2010/09/14,21.12,1.930501931
2010/09/15,21.98,4.071969697
2010/09/16,20.94,-4.731574158
2010/09/17,20.23,-3.390639924
2010/09/20,21.055,4.078101829
2010/09/21,20.77,-1.35359772
2010/09/22,19.87,-4.333172845
2010/09/23,19.56,-1.560140916
2010/09/24,20.1,2.760736196
2010/09/27,20.53,2.139303483
2010/09/28,21.4,4.237700925
2010/09/29,21.98,2.710280374
2010/09/30,20.405,-7.165605096
2010/10/01,20.6,0.955648125
2010/10/04,20.99,1.893203883
2010/10/05,21.12,0.619342544
2010/10/06,20.46,-3.125
2010/10/07,20.43,-0.146627566
2010/10/08,20.43,0
2010/10/11,20.24,-0.930004895
2010/10/12,20.24,0
2010/10/13,20.54,1.482213439
2010/10/14,20.75,1.022395326
2010/10/15,20.54,-1.012048193
2010/10/18,20.23,-1.509250243
2010/10/19,20.05,-0.889767672
2010/10/20,20.65,2.992518703
2010/10/21,20.75,0.484261501
2010/10/22,20.72,-0.144578313
2010/10/25,20.85,0.627413127
2010/10/26,21.36,2.446043165
2010/10/27,21,-1.685393258
2010/10/28,21.19,0.904761905
2010/10/29,21.84,3.067484663
2010/11/01,21.41,-1.968864469
2010/11/02,21.25,-0.747314339
2010/11/03,21.77,2.447058824
2010/11/04,24.9,14.37758383
2010/11/05,24.44,-1.847389558
2010/11/08,24.98,2.209492635
2010/11/09,24.63,-1.401120897
2010/11/10,29.36,19.20422249
2010/11/11,28.035,-4.512942779
2010/11/12,29.84,6.438380596
2010/11/15,30.8,3.217158177
2010/11/16,29.67,-3.668831169
2010/11/17,29.49,-0.606673407
2010/11/18,29.89,1.356391997
2010/11/19,30.99,3.680160589
2010/11/22,33.4,7.776702162
2010/11/23,34.57,3.502994012
2010/11/24,35.47,2.603413364
2010/11/26,35.32,-0.422892585
2010/11/29,34.33,-2.802944507
2010/11/30,35.33,2.912904165
2010/12/01,34.35,-2.773846589
2010/12/02,32.35,-5.822416303
2010/12/03,31.49,-2.658423493
2010/12/06,30.31,-3.74722134
2010/12/07,31.56,4.124051468
2010/12/08,32.37,2.566539924
2010/12/09,32.05,-0.988569663
2010/12/10,31.52,-1.653666147
2010/12/13,30.55,-3.077411168
2010/12/14,28.53,-6.612111293
2010/12/15,29.6,3.750438135
2010/12/16,30.81,4.087837838
2010/12/17,31.36,1.785134697
2010/12/20,31.7,1.084183673
2010/12/21,32.26,1.766561514
2010/12/22,32.63,1.146931184
2010/12/23,30.09,-7.784247625
2010/12/27,25.549,-15.09139249
2010/12/28,26.41,3.369994912
2010/12/29,27.73,4.998106778
2010/12/30,26.5,-4.435629282
2010/12/31,26.63,0.490566038
2011/01/03,26.62,-0.037551633
2011/01/04,26.67,0.1878287
2011/01/05,26.83,0.599925009
2011/01/06,27.88,3.913529631
2011/01/07,28.24,1.291248207
2011/01/10,28.45,0.743626062
2011/01/11,26.96,-5.237258348
2011/01/12,26.96,0
2011/01/13,26.22,-2.744807122
2011/01/14,25.75,-1.79252479
2011/01/18,25.64,-0.427184466
2011/01/19,24.03,-6.27925117
2011/01/20,22.62,-5.867665418
2011/01/21,23.04,1.856763926
2011/01/24,24.49,6.293402778
2011/01/25,24.68,0.775826868
2011/01/26,24.75,0.28363047
2011/01/27,24.92,0.686868687
2011/01/28,24.01,-3.651685393
2011/01/31,24.1,0.374843815
2011/02/01,23.91,-0.788381743
2011/02/02,23.94,0.125470514
2011/02/03,23.63,-1.294903926
2011/02/04,23.46,-0.71942446
2011/02/07,23.07,-1.662404092
2011/02/08,24.49,6.155179887
2011/02/09,23.21,-5.226623111
2011/02/10,23.215,0.021542439
2011/02/11,23.25,0.150764592
2011/02/14,23.08,-0.731182796
2011/02/15,22.84,-1.039861352
2011/02/16,24.73,8.274956217
2011/02/17,23.6,-4.569348969
2011/02/18,23.18,-1.779661017
2011/02/22,21.87,-5.651423641
2011/02/23,21.83,-0.182898948
2011/02/24,22.53,3.206596427
2011/02/25,23.61,4.793608522
2011/02/28,23.89,1.185938162
2011/03/01,23.94,0.209292591
2011/03/02,24.02,0.334168755
2011/03/03,24.36,1.415487094
2011/03/04,24.95,2.422003284
2011/03/07,24.94,-0.04008016
2011/03/08,24.66,-1.122694467
2011/03/09,24.72,0.243309002
2011/03/10,24.01,-2.872168285
2011/03/11,24.07,0.249895877
2011/03/14,23.25,-3.40673037
2011/03/15,22.95,-1.290322581
2011/03/16,22.82,-0.566448802
2011/03/17,22.81,-0.043821209
2011/03/18,22.96,0.657606313
2011/03/21,22.73,-1.00174216
2011/03/22,22.19,-2.375714914
2011/03/23,22.21,0.090130689
2011/03/24,22.33,0.540297163
2011/03/25,22.75,1.880877743
2011/03/28,23.25,2.197802198
2011/03/29,23.92,2.88172043
2011/03/30,23.71,-0.877926421
2011/03/31,27.75,17.03922396
2011/04/01,26.66,-3.927927928
2011/04/04,25.83,-3.11327832
2011/04/05,26.7,3.368176539
2011/04/06,26.49,-0.786516854
2011/04/07,27.24,2.831257078
2011/04/08,26.49,-2.753303965
2011/04/11,25.27,-4.605511514
2011/04/12,24.65,-2.453502176
2011/04/13,24.93,1.135902637
2011/04/14,25.14,0.842358604
2011/04/15,25.58,1.750198886
2011/04/18,25.03,-2.150117279
2011/04/19,25.16,0.519376748
2011/04/20,25.75,2.344992051
2011/04/21,26.74,3.844660194
2011/04/25,26.39,-1.308900524
2011/04/26,26.93,2.046229632
2011/04/27,27.08,0.556999629
2011/04/28,27.66,2.141802068
2011/04/29,27.6,-0.21691974
2011/05/02,27.45,-0.543478261
2011/05/03,26.87,-2.112932605
2011/05/04,26.69,-0.669892073
2011/05/05,26.44,-0.936680405
2011/05/06,27.12,2.571860817
2011/05/09,27.91,2.912979351
2011/05/10,28.33,1.504836976
2011/05/11,27.07,-4.447582068
2011/05/12,27.67,2.216475803
2011/05/13,27.55,-0.433682689
2011/05/16,26.6,-3.448275862
2011/05/17,25.96,-2.406015038
2011/05/18,26.35,1.502311248
2011/05/19,28.2,7.020872865
2011/05/20,27.97,-0.815602837
2011/05/23,26.82,-4.111548087
2011/05/24,26.72,-0.372856078
2011/05/25,28.98,8.458083832
2011/05/26,29.48,1.725327812
2011/05/27,29.55,0.237449118
2011/05/31,30.14,1.996615905
2011/06/01,28.517,-5.384870604
2011/06/02,28.76,0.852123295
2011/06/03,30.13,4.763560501
2011/06/06,28.7,-4.746100232
2011/06/07,28.37,-1.149825784
2011/06/08,27.12,-4.406062742
2011/06/09,27.62,1.843657817
2011/06/10,27.86,0.868935554
